,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
927,-596.8117,53.957943,-10.379294,9.876632,-2.4045603,-11.868207,-24.904707,-10.110539,-5.8012056,-0.047387164,-15.256324,-4.0068965,0.52993983,-4.5083127,-6.155773,-4.649327,-7.533905,-3.6191201,-6.877782,-2.791139,-4.0091114,-0.43180212,-2.7960906,2.8652477,1.5341054,7.172565,5.85961,6.3162704,4.0814643,2.6354678,-3.4201212,-0.599426,-1.4918166,2.3747435,0.4165093,0.9634681,-1.8036258,1.6840011,-0.76533157,1.909836,sad
877,-581.14453,61.068638,1.2082042,15.148673,11.613732,3.7518678,-4.683475,-4.7349043,-0.12213209,8.822974,-1.240254,5.4340158,2.2012794,4.451423,-0.46918705,2.499682,-0.9203219,4.406395,0.19292913,3.408089,-2.7142043,4.2895446,-2.4022079,2.414217,-1.982598,2.2892973,-1.7740945,3.5742333,-3.3013642,2.7140136,-0.023461856,4.7210326,0.6677778,2.2275617,1.857582,4.082796,2.1126397,3.219818,2.624892,2.5200584,fear
753,-421.83066,39.216434,-6.6045732,8.647443,-2.099615,-5.2455416,-8.340371,1.6121161,-9.826532,1.1746926,-1.9584643,-3.9498947,-1.1845342,1.4457835,-6.8061132,2.8934078,-7.243154,-2.2740507,-2.2176805,-1.1746991,-3.239413,3.5496335,-1.41524,3.0841956,1.4631203,5.5882974,0.7174769,5.0683846,1.2066965,4.708175,4.2693706,5.2224464,2.1487222,4.177909,0.69873124,4.3381233,3.159296,4.196223,2.6287754,3.691079,angry
995,-440.12973,44.754375,-20.453438,15.059963,3.8640602,-0.91898626,-0.68306535,-4.2108088,-14.693948,5.034959,-6.07987,-4.0779996,3.1834233,-2.9128995,-5.097152,2.586207,-5.6684585,1.651961,-5.0402994,-0.016733961,-3.5238602,2.6601396,-3.7140317,-0.8567618,-2.1568737,2.882964,-2.186335,4.119556,-2.0931056,3.1354895,0.24123523,4.2738605,5.0895987,4.5910873,0.62057656,2.7595115,3.7745466,3.9780838,2.8311834,4.00016,angry
866,-596.3561,58.450127,-11.298698,14.117944,11.161531,-2.023675,-1.024545,-0.831198,-6.693817,4.736589,-5.0074997,0.006043104,-1.3563122,0.45428717,0.68757296,3.105845,-2.2212982,-2.0870843,-1.5699718,1.8028461,-5.365953,0.45057502,-2.2558997,1.3742863,-3.2005749,2.305135,-2.8790956,2.8698347,-1.6737437,2.1451972,-0.84987813,2.4083784,-1.5405387,0.12846357,-0.7974651,1.026208,-0.23617305,-0.20777205,-1.9294801,-0.03490413,sad
1307,-595.38165,51.743988,-14.576245,3.0135248,-0.7977625,-4.2481446,-12.515221,-9.482436,-14.018146,2.6965468,-4.7726793,-8.404865,-0.10512543,-5.692956,-1.6249868,-4.580454,-9.171019,0.37075925,-6.3211627,-2.704866,-4.973847,-1.6054375,-5.607862,-0.099503055,-5.7625422,-1.2547097,-6.218447,-0.09683726,-2.3548179,0.5416202,-1.2882051,-0.14586097,-3.585387,0.30524766,0.41600755,3.3384826,4.023879,7.466952,5.2102365,9.515056,disgust
58,-593.8083,46.97856,-6.22555,9.557339,-1.2584366,-2.3535666,-8.519958,-7.670003,-16.471329,-0.8611712,-4.42479,-4.04549,-2.5627582,-3.9428635,-6.9876556,1.5436113,-10.792197,-1.8809254,-2.6489239,-2.1510038,-8.49323,-1.187809,-7.655373,-3.9331136,-4.801882,-2.1832535,-3.912558,-1.2953573,-4.5937743,-0.40176246,-3.4076357,-1.6678363,-3.6544342,-2.5211363,-4.1572447,-0.63928354,-0.8096199,0.2547633,-1.4518801,1.6088808,surprised
77,-484.87027,37.2321,-32.120388,7.4493117,-10.88906,-14.209931,-9.65568,-12.668372,-6.4042034,-4.5955305,-10.569125,0.5923102,-11.973258,1.9228516,-6.3050447,-3.653764,1.4000341,2.1199715,-1.4440424,2.701326,-1.7806306,-2.0839505,-1.206678,0.018764568,-1.3744742,-0.7909189,-0.7564824,1.6184965,1.1193056,3.6555357,2.8784378,6.6353407,4.7762494,3.5371673,1.2768804,3.4608614,1.1003125,4.3149166,1.1959856,1.4962933,happy
994,-467.37973,48.87554,-11.112307,10.151238,4.3610654,-1.936864,0.7423631,1.2625382,-13.452901,3.7793794,-5.159585,-2.3684032,2.5305061,-1.0599793,-2.900152,4.0106535,-5.161216,2.18252,-3.024966,0.46226326,-5.4609957,1.8400533,-3.3641257,-0.31919757,-3.238447,1.7942785,-2.703492,1.6186879,-3.101708,-1.5582796,-2.7011619,1.9500841,1.5644207,5.4005404,3.3210917,3.9163423,1.9967223,2.2656717,2.3740182,4.2212973,angry
1107,-603.2158,69.995224,-2.9672487,16.598017,8.707156,9.306678,-11.758869,-1.7435212,-4.4785285,-9.5895405,-1.8322943,-2.8605456,-2.064441,4.058165,2.534441,3.7878623,-0.9033309,3.7915885,-0.109732874,7.7492795,-1.1730053,-0.69212717,-0.52837247,5.0546174,-0.3967653,3.353788,1.4172341,5.956468,1.4487935,3.4279816,2.6073732,2.650042,0.2607854,3.5519667,6.476073,6.2147083,6.873975,8.743315,7.6636305,10.596412,sad
389,-429.7394,41.71887,-12.428268,12.940904,2.2962909,-11.474746,-3.7560415,-3.9869576,-6.7460794,3.8280401,-4.4621553,-0.57287323,1.313355,-2.4592009,-3.6438258,4.0760655,-8.813634,2.394187,-2.3254411,1.4081929,-4.270089,2.9655154,-1.2584279,3.531779,0.6016745,9.177064,4.0523243,15.158268,8.537118,10.052123,3.7286813,4.5021014,2.1942384,6.232172,3.7671232,4.9541936,0.6288647,2.9128625,0.9488913,2.5891886,angry
83,-678.1363,45.767464,-6.9091234,7.9037247,-4.3262463,-2.741864,-8.124831,-8.914997,-6.731402,0.3918933,-7.119628,-2.51113,-7.1061053,0.12899396,-7.1665173,-2.047603,-4.1927657,-2.2711897,-4.3328533,-2.686373,-2.7356436,-4.638286,-5.2780843,-2.1645818,-2.6600242,-2.460816,0.11579239,2.342038,3.6324089,6.419352,5.6602216,11.020545,11.138241,10.758579,7.6744657,5.5812817,-1.6840173,0.25281072,0.30056757,2.9930475,sad
780,-763.31085,44.193203,4.334901,12.256961,-7.851206,-3.9784908,-5.867758,-6.3174562,-6.0871816,-1.5449009,-3.5447965,-3.3958666,-4.573302,-0.31634197,-6.2470565,-0.71827364,-4.5941195,-1.7490035,-4.9136057,1.5660994,-1.434528,3.401366,-0.31500733,3.7886055,-2.534965,0.8568277,-2.3703218,1.8773979,-1.4838668,1.0942607,-2.0384195,-0.04340693,-1.5236214,1.4762759,0.3216103,2.9913445,2.8176165,3.6349895,1.1440514,1.9246086,neutral
416,-496.42908,53.26668,-0.5179893,11.979482,-2.1591377,-6.9229617,-12.8617525,-6.5687704,-9.921947,-1.5532553,-7.413322,-0.6698825,-4.3398223,-4.2929482,-6.4617424,1.3570954,-6.4348364,2.5582411,-5.4525323,-2.2382011,-4.3122163,3.4668489,-1.4358602,6.819614,1.3537544,6.3622947,1.9938954,7.8952913,1.4822127,4.731116,3.5495312,4.8553615,3.3647037,7.0706034,3.3946247,3.4199378,-0.980733,1.6593817,2.3384619,5.5639033,surprised
316,-428.86414,17.377796,-53.785816,-3.1581821,-5.445079,-17.412539,-25.613758,-8.257062,-16.630705,12.858352,-1.0818862,15.791213,17.396446,4.521687,-1.915362,-7.4480257,0.8788253,5.730844,-3.5502727,-4.55153,3.628905,9.273053,3.5333617,3.8606777,-2.6224916,2.375502,-0.28979188,-0.25639504,-0.8894132,5.0477304,0.8659751,4.545819,2.401216,6.199942,4.3641315,3.3243036,3.4434571,4.264411,3.4851127,5.8009205,happy
1178,-752.4742,26.146229,-2.2190857,9.512753,-3.8298836,-2.371533,-14.389401,-11.714597,-1.8968675,-2.7032847,-7.55737,-3.1402998,-4.8805895,1.1981205,-5.178616,-3.2857966,-4.6617436,-0.8919357,-4.9011645,-2.2805688,-2.9189596,-0.93183327,-3.5266292,0.34421626,-0.85332316,4.234607,3.6939583,5.6390905,0.96769786,4.252093,-0.9419529,4.149394,1.7558757,4.5407686,-0.26214424,0.7157405,-1.184691,0.55968314,-1.0167644,0.5136242,fear
810,-557.85834,29.261925,-12.7075405,7.980182,-16.748053,-9.596778,-8.159755,-13.052403,-7.8939414,-5.3265243,-5.752003,-3.431899,-7.9527855,-2.784057,-8.56024,-2.3400795,-2.8641555,2.7300355,-2.5399716,2.2053936,-3.5170398,1.3264077,-1.1433135,4.833887,-0.10914005,3.4701173,0.67424136,2.702558,-0.94134486,-0.51859826,-3.1258042,1.9899478,0.13352026,1.8651537,0.3493868,1.4878826,-1.806787,0.4958906,-2.2951183,0.4498125,angry
1352,-423.63266,30.058268,-17.012611,0.47716808,-7.719757,-5.937169,-8.6492195,-2.9853947,-10.338005,-7.0908303,-4.476734,-2.4657705,-6.476881,-1.1906923,-7.8160815,0.55495596,-6.3830795,-0.6170038,-0.978706,-0.6827856,-0.79244477,4.8580513,3.5149217,6.0794706,3.8946948,5.2577157,-2.4669263,-0.25972173,-0.14763698,0.8966518,0.41265848,-0.72825676,-1.8291887,1.7730582,-1.1135283,-0.044762645,-1.0505936,0.29143715,-0.3705455,-1.4500095,angry
37,-604.4806,56.706417,-7.573755,10.667188,2.8695056,-2.5314124,-9.5648,-10.786134,-17.79009,-2.6618226,-4.834118,-4.8094263,-1.5786393,-5.069214,-3.0825517,3.8574023,-8.559429,-3.129524,-3.4711034,-2.1644175,-6.93035,-0.65243196,-5.350554,-4.0886006,-4.102334,-1.1663418,-6.2092423,-0.11481996,-4.134978,-2.1314662,-4.3995996,-1.0691506,-2.9524043,1.2678752,-1.2633227,1.6564682,1.5364778,1.6491332,-1.7101938,0.5387315,fear
1110,-589.1951,46.40391,6.3619976,15.0880575,0.18088569,2.8610067,-5.435821,-5.339222,-6.9141545,1.4817723,0.3502584,-5.554924,1.9446851,0.2157154,-3.0904844,0.87152314,-4.5419674,1.3664796,3.7912965,0.09389416,-3.3284724,-0.28347388,-4.449895,-0.8775785,-0.94158936,2.3385923,2.1516008,4.2363486,0.25324085,0.7987927,-1.0298834,-0.33996564,-0.56534755,2.5651479,0.43837473,0.9971126,-2.4955223,-0.98074,-0.3514813,1.1670918,angry
919,-532.8597,37.635647,-10.967845,6.4990964,-4.6705627,-10.548654,-12.300613,-8.393814,-8.166139,3.3271165,-9.54657,-4.329258,-1.8476589,-7.11363,-6.687919,-1.1036632,-5.728695,-2.2006733,-6.3103914,-3.483042,-2.9812143,-4.164943,-5.9632993,-0.846785,-5.642412,2.1160362,1.0118186,3.6013913,1.6841896,3.5562434,-0.033781007,2.2247684,-1.0864607,0.64776015,0.6730245,4.3821673,2.52676,2.68979,-0.9166564,-0.12520425,happy
1259,-515.8146,45.53176,-4.7590027,12.125392,1.3648657,-4.6745124,-7.934946,-6.014264,-17.065022,2.0760634,-8.538868,-8.031199,-3.9832644,-3.4559047,-3.099607,-0.6652454,-7.971671,-2.0249333,-2.4147105,-3.4762673,-4.221011,-0.7200582,-4.6522455,-1.8826015,-2.645983,-0.27738553,-0.85683656,3.54237,-0.9543513,4.067404,-3.0210845,0.99805766,-1.6644728,1.4599634,-0.77036726,1.0827246,-2.3532436,-0.8711126,-2.319557,2.0350454,surprised
921,-668.1845,60.755188,1.9234921,11.835582,-4.350037,-8.145528,-14.355732,-8.590686,-5.8653574,-1.5715786,-10.688325,-3.0897317,-0.7997757,-5.1843815,-3.3542573,-4.011151,-7.2230372,-1.6833508,-6.6266174,-1.8419051,-1.8477006,0.53679323,-1.028933,-1.0427246,-1.7678472,-0.19161744,-1.6824852,0.35887033,0.2726332,-1.1706916,-3.1005003,-1.510171,-3.7800436,1.8760706,1.2473395,4.328775,2.5382729,2.540513,0.8561347,1.7411456,sad
703,-423.3743,29.044252,-28.126762,-6.8340287,-9.133525,-8.576063,-9.411214,-12.410468,-16.251225,2.0533953,-10.211433,0.8971045,3.0612512,14.748541,14.883746,11.281071,2.3160803,5.70831,-2.5864384,1.8116156,-0.26322907,2.4620395,-2.0328124,1.9798008,-4.029754,3.0014732,1.2339242,4.486368,3.6619647,7.84728,2.64768,3.2615085,3.537366,4.2843266,1.9087296,3.6456482,0.32343534,-0.7535815,-0.7875965,3.3490505,fear
1290,-576.6431,44.0657,-10.985663,2.5364325,-5.6350107,-4.768189,-12.30683,-6.9596047,-14.699276,0.61914647,-5.051843,-7.4482193,-2.0609639,-4.846175,-4.2452464,-4.4402394,-6.317621,-0.18933083,-6.2795105,-2.263931,-4.297814,-0.45761263,-3.1854062,3.2797801,-1.3272043,2.3435585,-1.3299927,3.25315,0.18143596,5.515557,1.3706415,2.5881398,-0.93027073,0.78840226,-1.4334472,3.4361613,2.3185,4.048912,1.6141926,2.2557,angry
490,-702.63214,83.879326,14.037662,32.14003,15.859038,6.8522906,-4.4849644,-2.630759,1.2485646,6.892648,-4.7994766,8.466785,-3.0938666,0.74467534,-0.16183114,0.17559184,-1.4846522,0.61484855,-4.841932,5.9738407,-3.8208427,-2.4639487,-3.7978833,2.6598969,-3.6416142,2.062548,-3.156623,0.86691886,-1.3398337,0.64401746,-4.322475,-0.6326372,-3.4666252,-0.025174467,-2.5803158,-0.1084304,-3.3488762,-3.4997232,-4.7730155,-2.2461455,calm
958,-513.04675,41.772614,-12.269665,1.71486,-7.7640095,-13.364903,-16.486795,-9.234634,-10.83014,-2.2161148,-13.051537,-1.0362868,-4.4590635,-3.7978756,-6.3161907,-4.5411906,-2.54778,1.0853362,-2.6814132,-0.9858165,-0.24529985,2.8472378,-0.578183,5.666091,1.1827186,3.9661248,-0.5780577,0.07216283,-4.0805464,-0.8773962,-0.87552375,1.2671725,-1.9684248,0.51301885,-0.9441907,1.8080672,-0.08735193,2.3216045,-1.0771708,0.91041803,surprised
510,-586.77167,59.596996,-10.102922,14.266744,16.685703,-0.2380428,-2.6123748,-5.154165,-12.920228,1.8244498,-0.38700747,-3.6134439,0.52992743,4.8014607,-4.7076497,-0.5943106,2.3773098,1.7748625,-8.033737,4.66794,-3.2114522,1.2473191,-6.0843143,2.5580287,-2.0606263,0.4650609,-2.6529577,2.1440797,-2.599621,0.6553484,-0.65880996,0.9650346,-0.45163816,1.8503782,-3.059115,0.08175344,-0.5107895,0.0009460449,-1.7117964,-1.8003187,angry
140,-658.77386,77.461815,-5.0700192,11.891212,4.7516894,3.6525512,-12.709338,-3.6455328,-6.20292,-5.330384,-1.1204749,-3.3297455,-5.799542,0.7418956,-8.532037,-0.27131587,-6.512426,0.81868047,-5.351769,-3.0111477,-4.557676,-2.0459514,-4.434273,-0.9282672,-5.3544474,-0.22783157,-4.720908,0.76036125,-3.2007759,0.4459028,-2.5817118,-1.9696445,-3.323435,-1.1354449,-1.4202533,-0.17842601,-4.159592,-2.881956,-2.9308643,-0.776684,sad
974,-578.8942,56.0982,-3.0454783,15.190861,7.8579516,3.5782804,2.7957175,-5.339076,-9.30942,4.67767,-2.8968318,-1.2438774,3.8791635,-0.38818735,-2.572625,1.2142146,-3.026563,1.673628,-5.2585626,0.52300835,-5.6291595,1.7813741,-3.713387,0.5786135,-1.8003278,0.7702926,-2.546899,3.1113758,-3.5224242,1.2099469,0.05476812,2.4352467,0.1115567,1.6783868,-1.3114743,0.751255,1.0161204,2.6962285,0.88847005,1.9204525,happy
99,-571.3763,31.180002,-30.514164,0.7600849,-10.886817,-8.760946,-15.495804,-17.305231,-6.589647,-1.865617,-12.066308,-4.1169896,-6.624336,4.4998236,-10.449638,-1.9253752,-4.8997183,1.5078913,3.8803596,13.9003725,13.12958,10.802985,3.5627365,5.289905,-2.8367944,-1.8497137,0.12899864,0.9013086,0.080744155,-1.0658877,-5.593788,0.9194267,-2.117706,-1.8429531,-2.469702,-1.3129969,-3.9135249,1.9191307,0.19994108,3.5450375,fear
59,-574.5159,48.439255,-7.161798,7.7130656,-2.1472328,0.8566645,-10.163099,-8.184035,-12.81538,-3.7803912,-2.8573751,-4.333824,-3.1728005,-2.525624,-9.150028,2.296726,-10.012131,-5.240232,-3.393191,-1.2204998,-8.934991,-3.5783422,-3.363776,-5.0597177,-4.6723886,0.46006504,-3.1492455,0.8069103,-2.3355384,0.48767966,1.2085158,4.3530965,2.2940319,4.3697753,-1.3728898,1.078721,0.08742017,1.9983377,-0.3110244,1.1744611,surprised
492,-698.958,97.87962,10.118961,19.812105,19.505455,6.0618505,-5.481274,-4.2068777,-11.794477,-0.27258587,-3.2442803,0.87249064,0.5820048,0.6649151,-6.2682137,1.2394112,-1.0962697,-3.0831997,-4.336756,0.13144843,-6.760482,-1.837264,-7.717715,-1.0898653,-5.570454,-0.6054529,-3.2988627,-0.4964393,-2.534535,-0.26476446,-2.4013138,0.3405372,-1.4636849,-1.3482286,-2.9408276,0.74990684,-1.8776021,0.41574132,-0.9291882,-1.7332708,happy
188,-664.34656,51.18988,-12.767646,4.4372067,-10.630872,-2.7369413,-12.596203,-11.637557,-11.112316,-2.5908794,-5.3737063,-8.9939165,-6.9356136,-1.0997313,-7.982216,-2.275436,-5.1467915,-2.5918608,-4.9520187,0.8637318,-7.340332,2.6334248,-5.388725,2.6792376,-0.5580345,3.581096,0.59721315,3.0075378,1.9471058,7.3613977,5.2931333,9.590823,5.220546,3.231055,-1.282122,0.1063959,-0.5631177,0.37784994,1.1411988,1.207322,calm
154,-351.02747,49.215645,-15.676072,8.712767,-11.9781475,-1.586917,-8.084914,-13.595015,-10.740071,-3.5813115,-8.133823,-0.6049554,-7.6787505,0.6519187,-9.32735,3.1349277,-3.8198416,0.089412585,-1.9211434,2.5771718,-4.73945,3.3885565,-1.754607,2.9985137,-0.01727247,4.9696913,2.4022512,6.3757896,2.6111403,4.261298,1.2931898,4.776523,1.0864236,5.322782,1.7176125,3.394111,0.18339905,1.5865335,-0.4204638,2.1045885,angry
395,-368.03394,30.075632,-19.896902,9.210411,1.6106724,-12.0217495,-7.0915737,-4.9707546,-16.07649,5.975563,-5.505106,-3.9150786,-1.5539151,1.516887,-7.7440634,2.414566,-8.481809,-0.14205569,-0.021460304,3.4217987,0.13748626,6.8368044,-0.08404406,9.470745,3.4832952,11.262599,7.427097,10.634934,3.1901407,7.46064,3.3672829,5.068266,-0.040192507,3.4290223,2.0031412,5.5237274,1.2728249,4.0533085,0.81475705,3.1036255,angry
700,-435.54327,35.797245,-22.723827,-0.72538084,-4.1423807,-8.3972435,-7.2906094,-8.640323,-9.88429,9.504775,-8.415376,-1.7200546,-4.7070065,3.7630987,10.618441,14.420762,11.260878,18.59917,6.239991,6.341844,0.74353296,6.500952,1.4845406,4.09066,-1.0347236,2.1196997,-0.58145076,4.439061,1.922947,5.710931,4.115449,7.471986,4.9225626,4.8956213,3.0315814,3.8942113,2.1792312,4.172125,1.4799659,1.2004125,fear
203,-602.8457,23.067245,-11.678746,-0.33448383,-10.357118,-13.398187,-8.635949,-16.189842,-11.6904545,-3.1068263,-10.308225,-4.221539,-8.862873,3.3616393,-8.824471,0.9814964,-1.9930509,2.27851,2.572222,9.840101,4.100503,4.3859935,-2.0012033,0.6375446,-1.402445,3.681172,-0.9101712,0.2259076,-3.7330217,-1.7484336,-1.9320986,2.458507,-1.2142887,-0.75108826,-3.237956,1.2371086,-1.5969785,1.4670563,0.9223191,1.7908903,sad
307,-680.99243,63.96228,-10.344303,4.451549,2.3495984,-9.443148,-23.847736,-9.460634,-2.1141045,3.5034244,-11.84128,-2.174708,-4.8626423,-4.6968193,-5.7994356,-0.221482,-6.753773,-1.3729302,-6.773377,-3.8804765,-2.6931727,-0.09232224,-3.4294252,-1.8050396,-5.3107214,-1.4090935,-1.9484508,3.378864,2.370426,8.320999,2.7965271,7.375144,3.7325637,10.089356,5.5538707,9.373698,4.2852507,4.5408683,5.8029633,8.275946,calm
171,-446.3034,52.801918,-14.144959,6.7194867,-12.966226,-0.8229627,-17.579521,-5.772629,-12.592215,-6.066279,-7.696651,-1.099833,-8.739031,-5.6057224,-3.4310472,-4.7564178,-9.0666485,-2.4564292,-5.3173885,-5.050321,-7.828204,-6.438631,-7.75603,-3.5627184,-8.370427,0.890487,-3.2159724,1.5875485,-1.2223182,4.792799,-0.6620955,1.4061406,-1.4194791,3.2811878,-0.18804495,3.4205275,-2.5901253,-0.83171964,-2.8808684,0.14393239,disgust
394,-353.1853,23.348003,-23.615686,4.6271496,-2.5421658,-15.033149,-7.8470855,-7.8847265,-15.330655,4.231573,-7.642372,-2.1431682,-2.0136611,-1.0543679,-2.4787748,3.7562466,-2.5420663,4.318598,-1.0063932,3.4599502,0.13031319,6.3819537,2.7429583,5.4679475,-1.934381,5.4778795,0.48278764,5.0683312,-0.25111333,4.0610304,2.0580168,6.0475802,1.2225878,2.760427,1.2383356,4.3569083,1.5987911,2.8479626,-1.6439006,2.196446,angry
740,-716.3064,74.774155,15.088527,16.522692,9.514186,6.650974,-1.5516554,-1.0438758,-2.5411048,3.321616,1.9111867,0.5540755,1.9101342,3.1428413,-1.0101969,5.997121,-5.4340887,2.063456,-0.42946753,1.4247086,-2.662415,0.05391059,-2.7689826,0.9031164,-3.2116091,2.119427,-1.4109203,1.5022855,-0.69442093,1.0559112,-1.3179344,1.0340902,-1.723377,0.3734109,-1.4340549,0.51653904,-1.1013856,-0.8985872,-2.9987817,-1.7815785,sad
1053,-377.89172,-3.610389,-34.21287,-5.288955,-18.459406,-2.3860435,-8.38897,-2.999859,-11.118733,-4.8939223,-7.2946067,0.661687,8.221057,14.166914,11.144222,1.3607208,-6.4390106,-5.848435,-5.015351,4.2628555,-3.9106011,-2.9439902,-5.2645264,4.8585296,1.3131626,1.6279455,0.40947598,3.2250998,-1.0094161,-0.19960907,-3.9353955,1.933451,-1.7654507,-1.0910348,-0.37684584,2.4973767,0.40570256,1.3210236,-0.25271812,1.7794051,angry
813,-405.2171,27.567717,-32.835846,-2.500012,-24.464926,-15.226019,-6.252145,-14.457291,-5.8895864,-1.1989472,-5.987179,6.8525476,-4.593487,8.330023,-2.220221,3.7503963,-2.6051333,1.8204064,-3.1781523,2.3617196,-3.0587232,-0.7246478,-3.555044,1.2294155,-3.0670054,1.374418,-0.57246107,-1.0917209,-1.4805434,2.0734706,-2.5288558,-0.5413611,-2.1632488,2.467151,0.1996944,1.946752,0.17399274,0.7165813,-1.3992571,1.5537187,angry
