,actor,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,emotion
17,22,28135.406,3295.9307,708.1524,574.2866,535.3778,326.2626,369.61234,187.86636,243.06989,128.05629,125.44617,214.49983,70.96575,88.467094,43.69592,56.882187,80.86376,19.936993,66.54287,66.52632,41.69364,41.731525,52.66309,26.625637,54.829075,59.62843,95.952736,70.65005,68.05895,117.79472,118.27884,135.48631,108.03706,64.79242,86.235275,99.889084,98.69078,135.43645,115.13418,150.5363,disgust
18,22,28427.87,2429.7612,998.5721,413.58835,184.51018,292.11755,285.41937,217.71613,266.1325,100.912415,86.964325,98.92388,91.80891,208.22102,49.628235,96.68957,60.652763,32.393387,62.354755,42.183723,40.9832,48.27866,57.074066,34.720383,79.30224,107.71058,161.29897,165.43752,155.24463,162.9219,129.20882,186.62488,154.6791,179.01785,145.67175,157.17438,81.93478,42.139503,41.08491,27.810513,fear
19,22,29843.416,1126.0897,693.38,674.7682,479.07193,254.68521,336.52673,196.40935,267.27914,127.11976,199.935,171.8741,125.84361,303.0635,56.716396,93.19653,292.18015,136.2323,165.43616,179.96086,167.01167,248.44301,233.86588,200.87497,130.00346,65.55687,67.830536,63.068867,63.114586,44.629242,68.32322,37.908722,59.641838,66.57077,49.77717,60.492928,27.885967,50.36615,30.238342,96.97602,fear
20,22,35416.605,3456.0166,765.1059,685.58496,499.84695,475.571,300.78156,207.19807,335.4751,149.99846,103.412834,165.65024,107.85329,278.24063,67.02109,117.87802,87.252754,76.822266,88.23578,92.69627,89.03474,67.887955,116.176414,83.39321,55.913555,61.81867,66.195854,67.39839,30.259132,43.21625,49.965828,77.60259,40.730843,47.685585,46.88386,43.409206,32.591595,19.336506,19.409246,27.45367,surprised
21,22,25093.988,3259.707,943.7049,618.38806,480.46243,288.58542,334.38284,187.03932,176.76141,162.597,138.26926,184.72548,68.47134,217.22603,80.33953,92.572845,60.32504,34.529434,93.707756,60.56788,52.699284,38.063454,40.756725,26.174839,41.839622,67.84686,92.30622,63.47553,65.79649,59.798832,78.08957,147.4513,153.6758,147.69713,110.655975,88.40644,62.98257,96.47316,88.2835,89.94267,disgust
22,22,30308.4,2132.3743,726.145,664.14874,366.848,383.59146,352.57642,237.51125,323.5681,126.32824,115.54985,150.54176,59.651943,182.11182,48.800102,131.48378,79.126884,37.696785,143.27837,162.6891,172.85733,140.23943,100.049,132.14792,134.93195,150.1107,88.51551,92.69935,56.359703,52.384377,52.227432,39.441948,50.636555,35.452076,56.118725,34.295864,45.316486,59.091904,69.366554,53.0585,happy
23,22,40408.76,4026.272,697.3281,691.32886,488.00244,515.6685,295.46298,184.3696,312.93335,162.66628,103.35037,224.1445,105.196976,249.96957,32.46547,109.74604,125.91381,90.41304,84.014656,50.37442,35.759953,52.590134,72.732956,124.23096,74.92256,63.523617,53.357346,36.2305,33.94355,26.82494,57.084335,46.242832,43.335,49.54995,49.497295,48.88667,29.415262,22.180864,20.913836,26.83574,surprised
24,22,33373.406,2147.0908,381.90555,508.11496,240.98714,338.9786,272.66098,186.69911,208.41493,144.30804,63.606987,86.55221,102.70193,154.48172,35.545586,122.48907,38.872677,43.894157,55.219776,48.548195,50.115513,30.072458,42.727665,28.24294,41.660995,32.877617,68.79636,20.647465,65.56546,79.129036,150.95187,125.78259,68.31776,48.97487,152.75209,184.69205,211.30508,147.56905,109.50901,195.97969,neutral
25,22,40571.477,2744.3264,665.263,760.4561,363.73175,363.10855,282.26947,246.97545,463.75122,174.86075,154.73465,185.09927,92.02105,251.75352,28.719099,90.176865,105.92427,100.41041,150.22612,95.65619,94.601395,76.08618,89.68188,95.384224,61.302513,64.097755,73.562294,53.44126,43.098396,39.45692,35.385098,53.421127,58.093033,88.863785,37.915417,21.905947,18.683157,23.130661,32.566406,26.364534,surprised
26,22,29365.566,3782.0435,1053.8451,633.80695,518.65015,581.965,261.59277,250.19711,294.83636,121.83715,126.65131,159.67079,70.21433,143.1846,45.58303,77.73736,64.358185,32.17769,70.08326,58.60175,65.91582,43.32085,96.70108,120.16147,150.0797,135.18472,113.85698,86.84841,108.66389,118.77952,97.57238,82.9961,53.40635,90.192795,94.8693,99.05395,79.39558,85.51876,91.75,88.91314,angry
27,22,29297.906,2164.634,1072.8412,737.4066,324.71146,379.47318,357.26108,181.99612,450.51233,115.62891,102.140625,121.87765,84.51649,220.07298,41.077805,138.54353,136.20638,120.18546,218.12386,177.12619,173.4487,124.01919,97.450264,112.19994,111.094696,147.57147,62.726658,49.015347,66.78755,55.47613,62.177624,88.75472,66.340546,64.611145,38.86474,54.37944,49.768322,55.220837,71.15238,61.362724,happy
28,22,20768.926,2439.7744,662.2405,423.68127,231.01479,241.16847,189.02913,169.33318,157.30217,124.50871,88.669945,95.93417,77.90346,145.36896,37.08955,89.36516,64.10417,38.533195,56.71577,64.009155,58.516266,35.550556,61.277363,71.920906,121.765015,150.29012,126.727005,46.4868,33.7665,25.944706,28.834242,38.321903,29.975376,61.439808,97.29265,65.43316,46.460094,49.361355,36.55374,54.14159,calm
29,22,23377.707,3011.029,497.3737,658.18005,330.00238,356.28207,158.81125,202.15654,222.53447,149.84944,58.16219,112.23551,80.16801,135.40091,40.572872,74.939514,37.251152,19.382334,86.307144,38.377968,51.71579,47.681927,52.138905,29.494526,44.559216,101.312355,117.377,95.14851,68.03858,28.916943,31.125156,55.66319,115.55552,152.7661,80.96916,58.497387,68.7465,91.28792,80.146805,77.46354,angry
30,22,31593.35,2221.5554,654.11896,510.6269,346.03522,214.30191,240.74788,210.82382,219.8786,112.055626,92.79206,102.89199,70.686264,153.50404,42.72505,95.35893,37.66544,27.199833,65.01627,41.188442,32.62877,26.28331,59.295498,30.10439,58.625404,31.707054,78.10484,71.02218,126.75962,103.25801,66.88904,29.172937,35.413033,40.900505,44.78614,59.9727,109.76469,88.624695,84.50545,120.6454,calm
31,22,33286.664,2528.7888,782.2357,662.10876,529.3246,477.12256,398.84024,206.00203,430.96014,116.27269,169.96307,201.3899,96.78176,168.94861,155.94055,230.56567,256.7365,114.59977,130.02267,75.52678,88.05814,99.51616,116.10606,78.95519,101.821236,104.893265,95.47718,94.875656,81.01249,38.431194,32.811394,47.250996,32.628925,29.98118,20.077175,24.830454,27.85578,28.709448,30.810034,55.909393,surprised
32,22,31938.94,1988.1267,799.7467,737.622,411.8722,516.5738,243.46922,256.15878,252.54276,147.73744,129.91354,119.87204,98.15035,185.10974,29.513958,129.91905,68.992645,50.41084,127.069084,93.68123,150.52011,203.8571,213.60574,159.6169,152.69102,107.67075,126.61997,168.96419,165.33582,129.03789,46.347984,44.162228,70.690445,58.610416,50.06421,28.979452,31.674086,27.224504,50.63817,23.470694,angry
33,22,35284.8,2756.1882,768.1992,693.24817,358.2056,428.75574,313.26483,302.54205,322.8454,182.65657,103.07934,183.64,82.0779,338.8615,64.80999,155.03268,185.54202,181.98338,169.32492,84.12584,150.48407,109.89102,76.31972,74.50151,71.89902,54.88348,83.899086,50.51064,63.810608,85.776405,79.87482,96.18641,79.69365,42.88707,34.263622,27.262777,28.125628,30.892353,32.18162,42.05887,surprised
34,22,34813.574,2255.0122,947.7011,724.74915,373.75534,447.5487,359.8928,210.19678,352.36145,152.88652,157.10384,145.38118,67.40398,180.12093,73.4634,131.34662,74.67893,52.195095,183.50528,213.33525,235.69931,152.46797,85.64861,154.94504,184.71365,174.86467,93.87346,109.25927,93.05176,67.23018,62.396027,44.28207,47.16993,51.160892,60.0883,54.21664,42.85751,59.0578,68.979065,67.53078,happy
35,22,35405.316,2562.5527,914.4302,560.9611,260.82114,272.75546,198.65091,195.88391,302.1166,151.92041,142.1083,78.20383,110.123245,193.8288,44.13106,94.21134,66.10311,30.379883,82.74941,69.18358,75.452614,43.171562,85.43919,221.40714,270.19263,144.79643,97.60996,56.898563,66.498535,85.21518,81.33189,49.649525,45.148113,39.886364,50.451088,55.309624,46.753063,87.07345,95.292854,95.32952,happy
36,22,23273.87,2560.9475,667.29034,506.69745,283.56012,221.55595,280.12213,192.49843,192.71915,120.40731,91.861465,105.33807,72.31797,142.20929,48.3744,92.565575,70.36571,43.857227,55.93243,47.016895,80.73382,30.879892,70.07773,36.13698,81.14556,79.02239,86.04264,138.69429,182.70143,221.1697,114.96617,99.476616,120.51389,227.1334,151.9049,140.38239,43.811615,17.80838,41.577244,22.762438,sad
37,22,26188.656,3233.0427,1513.1682,435.04532,381.9985,468.1141,337.02625,241.55096,275.20908,76.16013,106.04393,197.2912,50.50948,157.82831,59.704906,74.45112,72.88859,30.765707,78.68564,38.871685,40.66383,42.607117,47.847195,43.503136,71.561356,98.34963,109.29987,169.46074,166.30502,123.21242,131.37305,238.97766,198.75679,185.04478,142.73141,130.51648,76.33184,46.558548,45.865112,35.745476,disgust
38,22,23333.629,1226.8646,736.9606,614.43256,439.69162,343.1239,306.4702,287.5176,242.0517,118.55268,164.01025,113.96023,107.619064,279.45486,49.71045,123.36868,135.66579,63.470005,186.3357,144.01495,179.07312,194.4126,231.75816,298.36276,234.87607,188.07516,100.419815,76.39141,39.78559,48.84868,57.2918,24.082989,74.54663,20.215694,28.203978,47.084362,23.823458,34.8803,36.82472,37.627087,fear
39,22,28471.156,3296.1824,483.51077,765.4061,392.88525,410.28592,228.50494,185.9926,303.60257,105.3529,97.16722,146.53226,114.28763,140.8208,47.10269,75.30422,55.081375,23.37723,68.22828,35.039585,60.503197,41.83292,52.765587,29.875586,77.04132,173.96768,155.12296,58.659386,33.844284,89.70458,133.07312,152.61154,65.14323,50.049282,77.87206,158.61583,121.66695,157.35072,87.140396,64.295296,angry
40,22,25464.895,2855.691,429.3556,566.6771,377.75964,207.21242,272.03168,179.56294,268.94745,125.08332,95.91941,99.18781,62.41212,151.27455,31.320057,79.95731,72.42159,41.117573,61.486553,49.22758,68.29315,29.88952,54.14492,38.36185,48.836224,51.536297,73.89905,76.67648,61.18168,139.78201,187.6415,196.50417,99.17165,51.32688,86.71645,176.66768,171.2215,136.2232,68.87448,58.465195,sad
41,22,26397.863,2188.653,726.256,440.83652,336.13446,226.42178,223.82231,214.9991,160.3988,149.13223,66.16313,99.20807,73.99626,124.00255,25.855509,104.41908,35.89488,34.44876,65.620895,40.13214,77.62556,36.004257,66.77921,32.21654,58.63976,29.258142,82.45698,52.457623,103.70223,121.068985,96.43851,85.57306,59.875683,27.853428,38.7268,64.92926,107.238235,83.948,55.902344,71.751076,calm
42,22,29428.729,1844.399,627.2122,554.0995,278.76346,263.431,282.9707,198.3762,267.44745,153.94469,119.60012,116.62508,106.716324,153.09229,38.521984,96.4392,84.92774,38.01836,75.23945,42.63657,49.475,37.442127,75.77896,45.760227,87.24555,101.328545,203.03621,151.20583,163.31728,97.24553,79.29898,166.69849,197.4259,213.07942,144.32915,76.20804,43.150394,21.484137,35.433876,26.059078,fear
43,22,30044.928,4263.835,1522.4974,463.97415,387.475,419.06885,391.8472,156.19461,213.32777,75.90137,114.68819,121.757515,115.99232,209.78352,69.651665,97.37289,71.02046,38.681522,56.01169,50.42201,49.84498,45.308975,73.07627,35.524952,68.202385,104.45225,112.15809,199.97449,162.3061,172.50925,180.87474,142.87997,168.43689,134.47806,104.5494,108.43322,103.09273,68.24173,43.422382,38.418034,disgust
44,22,30684.852,2379.0984,1256.7007,447.2944,208.00073,390.7635,286.2308,245.04604,210.35152,104.932106,106.02702,74.790276,108.34532,220.50557,57.26458,105.29232,41.349197,30.470804,54.246056,49.249645,61.61302,26.730297,44.19751,56.263287,56.224808,55.01393,99.650475,111.86177,188.35242,264.3748,213.80469,275.38516,238.61046,272.04382,218.7498,135.93791,34.890717,34.10889,29.035454,35.71967,fear
45,22,27688.605,2646.1428,417.78265,457.12634,231.17235,255.31355,261.96298,197.0935,230.04308,144.80371,66.6429,103.517975,102.116295,123.843575,42.70246,106.90149,53.36455,43.327946,24.664364,47.428562,49.519367,33.579685,54.43447,27.44668,29.946808,40.58546,106.00225,66.49569,137.0693,75.90006,80.66317,56.227726,62.022022,112.44236,173.46274,128.20619,70.69008,126.14525,148.69617,228.12793,sad
46,22,30279.787,2871.2869,653.0045,548.5618,197.29831,335.7742,234.78952,277.49808,258.40344,167.38138,70.76788,86.976814,90.565636,114.624664,44.125908,106.549324,39.567646,37.225395,82.235435,48.324917,54.015537,40.49103,40.004147,34.13653,49.480858,36.13397,69.44693,43.646084,107.924034,103.6394,117.74045,56.07309,107.00419,189.38644,171.38269,107.11432,80.24893,117.71655,85.48758,68.89303,neutral
47,22,29395.855,2310.4475,710.3189,825.2337,541.40485,420.13297,245.08195,261.4449,304.25815,99.328064,95.60665,118.226265,81.86421,195.61691,38.126804,99.660446,86.62549,38.798576,121.955864,66.616264,135.73177,87.29367,157.12173,190.95416,148.44798,217.63518,95.001015,115.62907,152.70753,194.99745,76.76461,32.03026,66.47388,52.656147,29.300512,42.093155,20.699944,27.872122,37.52118,22.459839,angry
48,22,25968.37,3084.795,746.79315,372.90665,265.83774,254.09186,234.96707,244.59023,232.62352,143.11366,84.7664,93.560814,85.75341,136.52347,62.148468,101.62183,35.635693,36.26835,49.903423,50.178314,45.035614,39.77718,54.640167,32.649307,43.450764,24.56094,55.34685,54.963146,86.4043,42.652977,42.175392,33.648323,60.16319,138.50565,161.2382,136.98907,73.67648,54.803967,63.223274,70.1424,calm
49,22,33637.992,3649.766,1238.1482,499.75244,346.23605,370.5674,381.13412,221.2058,287.6269,66.60983,85.139854,145.7567,91.31021,213.16078,40.711777,78.788445,78.87167,23.182825,67.65971,43.973457,49.625774,40.496338,32.517166,21.121944,36.928837,18.605303,62.7372,24.834436,54.370777,55.605915,106.74985,81.03468,75.23354,79.66504,82.087746,120.89863,162.65448,186.12047,155.11209,135.45789,disgust
50,22,26485.559,3272.7708,786.49896,508.46973,301.449,297.0019,303.19205,179.00903,183.05942,114.84343,80.64066,153.7395,134.61119,174.07298,44.593414,56.365906,115.59503,19.907532,44.41445,39.426567,43.5994,39.65082,47.86912,33.192272,46.76884,33.80108,57.598194,83.59081,50.725834,51.123962,60.257484,42.011192,57.908844,67.0304,79.80001,84.849304,92.875,105.203384,104.6369,175.11092,disgust
51,22,25985.068,2947.6099,815.69385,554.4699,262.6659,272.93112,213.24345,246.64355,202.56969,149.1307,67.03457,92.38625,83.332565,177.53447,51.06179,97.68482,43.675354,31.300888,64.20448,43.22289,45.922108,39.315086,48.1987,34.254383,38.412674,29.723394,116.52954,137.84221,145.85318,173.57092,105.37937,126.69399,154.27805,164.47818,151.85017,169.45068,189.98022,193.74252,69.47229,44.85323,sad
52,22,34217.88,2142.2466,1247.2632,719.3851,576.9761,675.57367,302.36444,236.3426,320.43268,117.803925,123.08245,136.70139,74.45513,207.63148,44.49692,132.03403,115.694305,42.429104,214.58122,192.74974,260.11493,166.53217,208.22894,225.96779,176.4425,279.22644,195.11264,223.8919,143.23172,100.10684,74.828384,58.849197,75.03844,76.6334,54.85881,40.65046,33.2687,50.674557,46.341442,53.304573,angry
53,22,24206.816,3408.2385,1075.7454,704.6684,391.71426,531.5831,239.2815,249.43065,266.88007,143.10844,114.05487,143.50313,88.89596,138.19266,43.88678,85.13173,51.55965,25.323576,69.94687,37.613377,49.911644,33.38587,68.21793,32.0687,79.17512,100.04427,119.275154,160.42186,196.68225,207.52116,156.86047,139.53217,86.39673,67.17781,65.79582,61.286644,113.012344,165.99391,97.14356,69.00672,angry
54,22,32486.258,2957.2434,959.66907,455.58975,224.09201,269.74115,252.87526,242.47592,361.556,124.34751,102.95893,105.86832,72.499535,218.12267,66.34591,80.217155,40.072147,26.695261,70.87314,33.482334,62.051598,29.51548,62.951183,27.409534,35.447556,33.131607,119.422005,120.37056,149.27548,124.04262,56.878048,38.049313,74.739426,86.004486,88.14359,90.94894,82.70234,81.748215,122.558815,225.5407,happy
55,22,32685.746,3084.4153,790.50836,500.18976,271.8408,337.3289,304.33813,240.90547,315.89374,92.25997,88.96009,149.20602,51.582325,118.17096,40.44455,83.47367,79.056786,21.271381,67.07086,45.40122,61.01316,22.98745,63.16271,26.195797,52.737186,29.122688,87.81224,29.233475,70.95425,63.500904,162.18755,160.43254,218.04688,200.0744,167.03688,157.91225,112.60006,80.77535,63.352325,29.734104,sad
56,22,24789.932,2425.9077,469.52692,473.48663,241.15182,244.52742,288.22467,188.51198,237.4168,143.76259,84.85071,82.024956,93.04195,155.6449,42.789825,92.57857,41.500378,44.296215,46.72406,61.03766,61.899975,49.976448,40.644306,33.44746,48.8144,72.59588,161.62897,103.68591,104.72679,72.19609,86.67384,149.98651,150.05135,86.83608,83.85632,116.93567,190.0641,270.15103,183.64938,119.054306,sad
57,22,28861.027,2893.0476,850.73755,545.0748,205.95538,298.3594,181.48001,216.49289,231.4906,122.0823,86.2797,125.19784,74.886246,96.15425,49.462788,67.86,37.12847,42.581493,54.486916,44.363888,50.74543,33.469994,37.414444,26.76964,31.727839,20.667936,60.40798,29.99477,70.30679,66.342674,89.086464,79.76026,77.1442,135.53008,153.67087,154.8979,75.82496,54.190548,58.619457,103.71715,calm
58,22,40114.68,3154.2654,1149.9,630.973,360.65417,420.78656,330.0247,322.90143,381.06058,147.04979,132.53847,246.23091,91.26317,234.22017,67.00602,113.58628,158.6417,81.85751,81.33372,58.78355,87.10387,53.702415,79.021286,51.8711,63.06022,32.228947,36.47784,31.495586,32.879387,40.76873,53.628567,75.58166,44.81963,50.852886,65.872375,67.72061,53.673508,38.13852,36.221653,25.848604,surprised
59,22,26865.291,2509.6443,417.17825,588.2863,284.22397,301.98334,250.25526,186.12709,234.11847,98.01422,92.478195,118.72448,77.69721,117.45976,36.12825,109.208305,29.746706,33.99301,52.698254,53.080418,53.40423,26.662632,45.122646,21.695223,50.14662,37.36958,78.384766,49.350414,125.968735,85.681335,94.46204,36.300682,25.18179,64.058846,129.63043,96.59989,75.81263,69.80269,83.676956,108.18276,calm
60,9,21501.29,3040.1567,618.24695,277.73947,178.00037,465.64682,179.43729,225.78171,204.16838,82.29384,47.25662,110.62771,70.97884,86.84018,54.138012,52.13713,33.17569,52.45316,55.822403,20.877209,28.978464,54.24993,41.96225,18.916239,38.8676,20.678438,26.123308,18.554165,28.20341,19.228968,14.230015,13.056885,24.740143,14.436407,16.402786,24.784678,11.824432,14.138775,16.03401,9.305872,sad
61,9,23403.342,3835.4475,448.77258,279.18805,215.11186,402.0745,136.17513,166.32768,238.34358,70.95905,43.310017,121.45193,78.48306,70.82217,100.537735,40.230156,30.206749,54.580677,73.60402,37.87797,25.15473,36.189606,51.472546,28.31565,31.449165,25.975574,44.63735,20.577217,47.70588,25.359468,28.870365,25.726141,30.280176,19.245588,24.56626,24.852549,16.40992,25.510286,29.061829,38.28498,sad
62,9,22566.95,3686.6714,789.78186,333.92447,234.86655,211.22401,118.37292,105.798195,137.69142,125.80748,67.55619,57.16644,45.663383,54.62276,41.99705,54.43386,38.022903,77.60917,57.13325,43.751797,48.348526,26.013485,35.09866,23.946411,30.410362,15.227235,25.589539,12.376799,16.795065,18.520508,16.038351,11.219775,13.875491,13.627938,12.445994,6.027934,13.815203,7.0705967,14.6195345,6.7925506,disgust
63,9,26508.107,3605.113,398.3714,496.11688,167.8339,171.62169,90.2428,174.63492,108.3979,45.0338,45.767323,49.96014,49.37915,58.023884,39.597702,30.934141,15.327065,36.571327,16.553854,24.910213,26.488028,13.624075,51.526505,17.719242,19.560402,15.163732,16.15833,10.285795,13.692798,8.226925,11.172335,6.5779243,12.182525,8.01812,9.492186,7.3228784,8.881889,8.2064705,13.877393,7.1077,sad
64,9,27854.104,3569.822,476.75604,196.89873,206.85187,216.77658,132.08777,154.29248,75.191055,80.02924,134.20174,49.23513,64.00942,91.769775,21.01549,47.769592,25.689623,21.431097,69.07874,31.366367,32.52644,25.378096,38.146732,23.938456,20.639282,21.27468,18.662151,15.071287,18.668785,12.662334,19.289907,8.629904,15.44499,13.358791,13.447501,10.404247,17.812243,9.673027,22.637985,8.648199,neutral
65,9,18531.29,4298.4116,907.3588,395.39777,223.05222,268.06137,158.50061,166.06937,139.11986,81.0174,76.74951,79.19118,44.707157,73.68314,69.44761,61.27548,40.14396,50.674026,57.694263,35.152416,39.433994,31.10662,38.26314,34.641293,29.748957,21.558441,31.514654,21.88661,30.336828,16.76239,23.085073,14.187221,16.788927,14.577937,17.333593,13.669589,14.472623,12.744839,13.673136,12.361888,disgust
