,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
452,-288.81018,22.623856,-11.701413,6.7413692,-5.2060647,-10.413594,-6.932253,-9.56763,-2.483314,-3.3230078,-17.15736,5.2230573,-7.4854836,1.1261946,-1.8827996,-6.9828815,0.6377795,11.763665,1.0398036,15.273485,13.0929365,8.414577,3.7997198,7.517039,7.0035443,11.419473,3.5666308,0.7876877,-4.5307865,-2.0643625,-5.39179,2.7216518,-3.6141772,-0.5522127,-3.61431,1.0774745,-0.8687582,2.4291027,-0.6617446,3.80493,fear
1053,-360.38092,71.06815,-18.023516,-11.086698,-10.523842,-0.13824503,-14.070204,-25.186882,-7.7021956,0.6367388,-17.304913,10.074187,-10.408067,11.909525,3.7977774,1.8362361,4.9943423,2.7431786,-5.135355,3.513716,-1.4214665,5.2914095,-6.3189836,3.5729682,-1.2987933,0.7088605,-2.1343205,3.983014,5.7698774,9.998172,6.5749493,11.715403,5.514726,7.960992,1.7301594,3.5035,1.9128597,4.816999,3.1094656,3.7608404,surprised
864,-344.44202,30.76524,-4.7211475,15.153396,-19.06662,1.6369314,1.526278,-19.625984,-3.411797,-5.4103546,-14.440955,5.1863956,-10.365047,6.153293,-4.7083287,-1.5653143,-0.3590164,-0.25988233,-3.3622222,0.6345388,-5.926128,-1.9683844,-8.253272,-4.578004,-3.354378,0.7063396,4.7166753,14.872052,18.340883,18.620628,9.689528,5.2197413,0.5715485,4.85395,5.004278,9.151904,2.144986,1.7218368,-2.7155204,2.0881395,angry
81,-363.7281,69.8966,26.440195,31.28738,-10.888829,9.042868,-2.128188,-7.448802,-0.15095888,-5.7103786,-7.419655,0.5282644,-6.456152,4.7814,-7.401265,-0.3680313,-2.2197936,0.9138182,-11.036137,-2.3989656,-8.387867,-3.7449403,-0.80868423,6.4530597,-0.7282074,5.5620747,-2.5410576,-2.9092383,-2.1726649,1.2761616,5.0650225,12.107899,3.850771,2.1081715,-0.9414416,2.8728132,4.9034567,10.14916,9.390505,8.756867,sad
2283,-432.54138,44.189972,9.139911,7.554131,5.73337,0.95350915,-11.583436,0.38944447,-17.060167,-0.61012155,-17.68233,-13.309411,-3.0968711,1.45175,-6.023401,0.21654035,-3.2188506,6.2069306,-3.241752,-6.190678,1.1100492,11.005309,11.504931,30.40647,29.47963,27.441948,12.071553,8.925186,-3.7953742,2.375867,4.038234,6.222205,-1.0095525,-5.9638414,-2.5283835,6.2103386,0.2139566,-2.20288,-6.1749663,-0.54722357,fear
1351,-435.35577,53.625614,4.258776,30.504595,-4.5032883,-1.4746773,-6.5414553,-12.280318,-6.141295,-3.2639227,-8.3012295,3.8153749,-8.568763,-3.0357137,-0.315318,-5.5952086,1.2922679,-2.4143252,-9.907896,1.2046719,-7.4011774,-3.1501284,-2.8541996,0.64999187,-0.65598255,-0.29000434,-3.0443687,4.1496406,1.5125425,8.21687,4.7254376,5.8159,1.8469949,1.5975878,4.0885954,2.3076677,4.122782,4.7496724,2.8329604,3.461582,disgust
241,-437.0354,57.342976,8.196759,40.13176,3.403041,-8.051808,-3.2608273,-14.495281,-3.737793,1.5639511,-11.883745,11.302709,-4.3534236,7.2929707,3.9749296,-5.871081,4.6032166,-6.4099665,-5.9714656,-1.0646331,-4.473146,-4.875249,-4.287139,0.69995433,-5.151974,-0.9917979,-3.4523776,-1.7966089,-3.3025348,-0.82854,-11.7528105,-0.7242728,-11.786645,-0.63293177,2.5832262,21.829115,28.237648,31.841183,22.977104,12.056536,neutral
1538,-495.60095,62.126446,14.938158,7.4505486,6.867643,8.055669,-11.103193,-4.785677,-15.6900215,4.6609645,-2.9891293,3.0651557,-3.510865,7.963416,6.9576273,0.83031833,-7.015185,10.371095,-0.79579246,-1.7266225,3.8329275,4.2785974,-3.0464213,-0.028658368,-4.6587057,1.0263485,-6.311764,1.6469449,-0.17129725,1.6160247,-6.313847,-0.80009097,-5.341938,-2.8463185,5.6863575,14.368525,25.653625,32.845654,31.611685,23.76539,neutral
103,-372.03067,80.31558,27.286728,39.685947,-2.428506,-1.4623874,-5.03229,-10.88616,-0.6265745,-10.116504,-8.117075,3.2375934,-11.359256,9.151396,-7.787273,-1.3791378,-0.097949445,-4.0858107,-10.126194,-5.213902,-7.1187844,-4.966249,-1.6768456,6.2901454,0.887108,5.444583,-1.8364729,-2.96035,-4.6520476,0.115640126,3.744171,11.144293,5.733616,3.7957041,0.5907196,4.8825645,4.292021,8.722742,8.845732,8.83043,sad
1624,-385.9069,55.45628,-24.857931,-16.160837,-5.0123935,7.400469,-22.107836,-5.4732766,-12.619356,-4.206103,3.0087743,1.0435433,-0.84744906,3.7766886,2.9376843,-2.4058824,-3.0791006,-2.794033,-1.8274428,-10.0457115,-4.660964,1.0131902,-2.9118903,11.380032,10.450168,22.590593,20.562572,21.788626,12.200838,9.503886,0.9971335,6.1919484,6.570036,4.2732625,5.9010305,-0.50243837,0.17260906,6.712304,3.5347736,1.4199576,angry
1867,-311.92065,43.744675,9.639167,34.031666,8.017474,-7.1809707,-3.900851,-17.641611,-4.1546803,-2.6551802,-8.65478,6.55948,-16.27021,5.251715,-3.1167793,-11.233629,10.0383,-1.6677073,-7.6888723,3.902605,-9.551173,1.5290666,4.549255,6.1209035,6.688965,1.7901796,0.5114887,8.72582,9.677067,13.108932,2.4545753,6.844947,5.555975,7.7722993,4.522807,2.0065408,-5.56387,-4.9932885,-1.6586916,1.3780655,happy
724,-447.9062,74.3218,16.273159,-4.3044333,6.364488,1.7949576,-17.916693,0.91061527,-18.92511,-5.909131,-13.620961,-7.577538,-0.8564146,0.5867929,3.7630825,7.020315,2.4569929,10.493343,-3.1340742,-3.53135,4.0396643,-0.7068893,5.7227654,4.7354374,-2.4518435,9.700068,4.7403784,7.98372,2.5566738,7.7299447,2.568765,5.514745,2.7540004,2.4159722,2.9573286,7.227116,4.3465905,6.103596,3.0543442,5.946754,happy
714,-448.7666,87.89323,22.834335,-10.333122,-7.999742,-1.3162091,-11.233141,-1.4113915,-14.576489,-6.3460846,-11.99194,-8.323094,-3.0441904,-0.6372209,1.0098406,5.429253,0.50025964,10.164212,1.3833641,-2.0899222,-0.5411317,0.031041145,-1.1914177,3.355332,-5.637463,3.4263773,-0.30252612,7.7155685,5.0845537,9.12536,7.457246,8.223016,6.6276054,6.108029,6.990602,10.354864,7.608446,9.248423,5.758403,9.227416,happy
921,-318.1669,21.253998,-20.012762,4.2572484,-18.463629,0.56814045,-1.7943778,-13.151776,-7.593165,1.6630726,-17.253067,9.987519,-8.691745,4.272287,0.6018593,-6.3569703,-1.5755677,-0.27880573,-4.6764655,3.9955595,-2.4112244,-2.8761432,-5.2570205,0.36260417,1.2055663,7.745725,7.960733,15.163247,12.450054,12.830246,6.1377435,6.1884804,-0.064989366,1.4462996,0.8213931,3.7436974,0.9140126,2.833105,-0.4009306,-0.45997253,angry
707,-446.08957,95.890526,13.686987,-21.728245,-1.2243394,0.03936438,-16.118862,0.0804006,-15.402433,-7.3664355,-12.245266,-7.5817676,-2.8718672,-2.6746957,1.77666,6.8874803,1.4787349,12.393149,-0.31890044,-4.0306187,3.0275207,-0.040481377,-2.0413983,4.3642597,-3.7737257,5.9635897,5.422209,9.884971,6.8729253,10.088139,3.4285455,8.47763,3.59906,3.7439783,2.5131297,5.9234977,2.339043,6.104378,5.7874365,10.914292,happy
2091,-377.2445,77.72433,14.001808,-7.179246,6.844827,0.6362217,-8.898275,5.487921,-14.935277,5.3837,-7.743743,1.910347,-4.319683,0.92942554,-1.7907435,3.3249614,-7.3098373,5.5796647,-0.9769568,-3.6451623,-0.17678988,2.8568478,-6.8182616,2.2222168,-3.3207552,5.280437,1.3190763,5.4803524,-1.0241597,2.446739,-0.32200846,3.7549882,2.8116791,2.8092232,3.5351536,5.7963176,7.0378227,6.1763353,9.596037,7.4705443,disgust
1196,-333.3412,49.06919,-1.7286613,15.93542,-10.838783,-16.483564,-8.517343,-13.524019,-16.261099,0.89907116,-7.7379665,4.863511,-3.051378,4.980724,-4.213053,2.9913433,0.6752314,1.416937,0.455499,5.439057,-4.40073,1.2633119,-2.5370734,1.0480211,-1.4067402,1.6833867,0.9133946,9.210132,4.8903923,9.414337,4.612252,9.581385,4.38453,4.271619,3.8768382,5.3651385,0.5932471,3.1741462,-3.2963202,1.681084,surprised
1557,-523.52484,97.17183,25.451563,3.683717,4.387855,5.240561,-5.3991246,-0.286856,-14.475787,-6.0366287,-8.198189,1.3514973,-5.067486,7.6019692,7.5708337,0.064917706,-4.9515843,5.809962,-0.93532926,-4.093901,1.2571716,2.2570896,-4.197985,-0.24355574,-6.135498,-1.42084,-7.2688475,0.139955,-1.9284271,0.9604971,-7.1765337,-3.6118417,-6.83698,-1.2590594,10.670199,19.201187,29.74913,32.297367,23.598057,16.271555,neutral
286,-394.3801,64.62372,-5.6917686,27.347446,-2.9921172,-11.124,-3.195827,-19.248505,-1.15369,4.095388,-15.973637,13.994747,-7.5307107,5.4505134,0.13766304,-9.939086,5.520691,-2.881956,-11.170709,0.6847278,-5.6711273,-5.405022,-5.9236155,-3.3611827,-4.863871,-1.0839465,-4.643537,0.21363938,-5.8111143,-1.3418708,-11.735896,-4.1482673,-8.123332,9.236588,17.665678,33.935596,36.069305,28.69499,12.978506,0.2717748,neutral
881,-285.29248,32.622604,5.324512,12.341214,-14.656283,-6.670551,2.6588051,-18.588575,-6.928943,1.6449074,-16.53219,15.152452,-11.284867,1.4318613,0.95820093,-7.6476965,-2.3061152,-1.2011956,-9.40391,-0.6141025,-2.6385946,-0.15605752,-1.1705914,3.0175943,3.7684565,5.8774233,8.020939,9.331092,10.729355,10.2173195,3.478586,8.754833,2.1597362,1.9592959,-0.30924976,0.19439374,-0.44177356,0.42372257,-2.141492,-1.7276213,angry
2579,-502.37408,79.932816,16.985647,8.2211075,17.552109,7.6694984,-12.993458,-12.084,-13.477455,5.101475,-12.135434,3.6367123,-1.9576948,4.953382,-2.3188097,-3.8247592,-1.3757737,0.14953463,5.102887,-5.762783,7.826588,-1.6280586,-5.401648,0.4736604,-6.285087,1.6272902,-2.1919057,3.005135,2.5563602,7.6128187,2.5378551,11.256219,2.293041,2.5564442,3.5582292,7.4352927,5.591207,14.301657,15.387793,15.403128,sad
1717,-390.762,65.20526,-3.8273642,-4.937242,-4.885404,2.7402453,-19.912766,-6.450208,-21.253931,-3.7925677,-11.5053835,-2.7364385,-4.2703514,6.461345,-0.65282583,-0.30879962,-2.8629422,-0.43678746,-4.837832,-15.947804,-7.195118,1.8602827,-3.0627997,22.270035,24.113777,28.407827,25.405361,19.719206,1.9521958,7.0990515,6.1774,9.6701355,8.006365,-1.32894,1.876995,5.2400665,2.9785473,7.8837714,-3.9894426,-0.09315031,angry
2535,-553.0946,68.00472,26.861443,15.4175005,18.761852,12.212567,-13.874353,-8.989108,-11.236631,5.347351,-11.17131,8.091938,-2.5582037,8.901332,2.5962553,-4.1000295,2.610748,2.1544423,4.162651,-1.1080598,5.398591,-3.0621846,-3.3192244,-1.8397994,-4.434221,1.7959111,-0.21623622,4.4769444,6.227261,11.994835,7.647151,17.112408,5.1621222,2.8809054,6.932656,7.0231824,8.078735,12.177728,11.920998,7.0572176,sad
2608,-398.0688,74.61473,8.731917,-8.259847,2.9657154,-1.1682252,-9.884515,2.8598666,-18.4009,1.0073802,-16.202972,-5.920793,-3.6029944,-0.6036414,-2.863956,0.808608,-6.0708194,10.181579,-0.43052065,-2.3764784,0.5006321,-0.27078962,-2.2771745,3.0880086,-2.5574167,4.9251714,-1.349748,5.869262,-0.5566404,3.3430996,0.3448371,1.9798634,1.3699695,7.6296453,10.877768,15.806554,13.066202,11.259253,6.3854747,4.639902,surprised
50,-401.40536,69.083855,25.421051,36.375008,7.1513205,2.1175866,-4.748951,-8.103352,3.2828262,-10.674472,-3.4164274,2.4314303,-3.9577372,8.064085,-6.650311,0.7374805,1.4072161,-2.5796068,-8.005278,-3.608765,-7.108274,-6.803533,-2.2493856,4.0055966,2.1226275,6.729586,1.3995311,0.11485137,-2.7823865,0.44820434,1.9599073,9.202307,6.476336,5.335818,1.2836609,1.4405288,1.72076,1.6222379,3.2383466,1.9540178,sad
65,-410.39703,71.769745,34.786804,28.733936,-5.284656,14.661648,1.3008107,-7.7224984,1.6531436,-6.481664,-6.47694,1.1423336,-3.6695068,8.250976,-6.4666834,-0.57838696,-1.1542214,-1.7238872,-4.622601,-4.2145734,-6.5946374,-7.320636,-6.1247663,2.395547,-1.7816393,9.084774,4.289352,2.2230687,1.8358599,-2.3369877,-1.7602174,9.3741865,5.774258,9.698104,4.8591943,3.083347,3.1108103,6.535201,6.73901,7.272428,sad
2382,-433.19406,66.34371,9.32658,-17.212208,-2.444066,8.248402,-17.870182,-2.0746517,-9.805607,-3.088787,-13.763916,-1.2041287,-13.454331,3.7464,-2.823155,0.062172335,-4.8855715,2.3019257,1.3629618,-7.908054,-0.5019381,9.46129,15.816532,31.162184,22.953117,23.52265,11.229115,6.1679,0.1763339,3.8468683,-0.7736249,5.57179,-1.8617654,-4.3527946,1.8487924,3.3221707,-1.8361373,1.9231458,-5.9936504,-0.093501836,fear
123,-381.2001,76.77072,20.039347,25.368248,-2.9554255,7.128508,-2.770773,-13.9152565,1.9834294,-4.6325593,-7.737188,-1.6072587,-9.901061,8.467082,-8.136333,-2.2937534,0.1641764,-2.3274615,-8.65412,-3.4272735,-9.080627,-6.3111224,-6.3530407,1.0861722,-3.5199888,7.437996,2.2600007,0.6220535,-0.82608193,-1.2168384,-1.8003742,10.195611,6.6028266,9.340836,4.6106625,3.869091,1.3732377,3.88066,3.1502984,6.6941113,sad
2764,-387.27557,51.577385,11.153729,0.5287481,2.4533343,-2.639573,-14.556568,-0.18790811,-17.735498,-0.9458497,-10.343646,-10.412776,-1.6127945,-1.5173575,-1.360284,4.3665853,-0.9606359,12.028221,-1.7672911,0.46882823,2.216263,3.7822933,0.105680704,3.5150468,0.44446605,5.6301684,-1.2461464,5.9009886,-2.7383966,4.7906346,0.53471935,0.4700214,-1.9407573,1.031533,0.5025392,5.5042496,7.566911,12.862493,13.566088,12.284689,surprised
2629,-437.32413,79.70449,16.824547,-8.055618,4.0603323,-2.8845613,-7.085702,0.9679096,-14.897724,2.1806262,-13.398174,-2.9764638,-1.0590034,-1.1489333,1.1031832,-3.2959187,-3.9344728,7.797673,-2.2949948,3.4056983,0.66114736,5.5218186,-1.0527813,3.178822,-0.5855215,6.7335663,-0.6474052,10.609537,1.5166836,6.8644347,0.6124458,0.0007038488,-0.00062658725,3.5589523,7.6416264,12.336975,11.71025,12.0381,5.511531,7.415611,surprised
2259,-436.0754,61.51604,5.3411574,-10.175668,3.9243248,2.2489386,-14.417689,-8.089794,-9.757895,3.8926613,-20.372368,-5.1021676,-3.3372424,3.2005885,-3.5498896,2.648783,-2.190433,4.5545464,3.7657704,-1.7359191,3.0701857,12.217715,8.631383,25.051313,24.675251,19.974262,9.955838,4.306649,-5.6749077,6.6069956,0.7267382,2.4757562,-3.9617825,-3.4970913,2.1972537,3.8399453,0.5913736,0.64601475,-3.9121733,-0.17114177,fear
149,-412.44525,69.426216,38.94403,39.89602,3.8535726,8.197427,3.9431288,-10.61273,-1.6944731,-6.5235295,-4.9699225,6.0761204,-7.2028856,7.6161094,-7.2479014,-0.052850515,2.604579,-3.4724882,-7.952409,-2.0443146,-6.7023926,-4.32546,-5.90763,1.4562616,-2.584925,3.9432337,3.8430045,0.7813781,-0.21358292,-1.7176301,-6.0315843,4.3890734,-0.013799631,7.867607,4.4593873,9.252733,5.807972,4.3308353,2.9740057,4.0740075,sad
2424,-530.1271,82.99033,35.367455,21.659273,13.207502,8.066235,2.1869757,-8.504805,-10.069224,1.0656948,-9.522581,-2.3958163,-9.263531,3.550458,3.2577417,-6.5236797,-0.8733203,4.6092625,-1.2900292,-1.3744097,5.4708886,-3.8626301,-3.4356809,1.69848,-3.497262,0.24055097,-2.733214,2.1505551,-4.220129,0.41568637,-0.37930313,6.394761,3.9806652,8.489934,9.939821,5.299361,2.8470097,6.2615366,6.574344,12.746937,sad
1732,-396.2563,69.65532,-4.1237435,-17.717789,-14.406411,1.5778553,-19.181532,-2.1714795,-16.950283,-0.38130444,-12.143974,4.490368,-0.15219651,6.2467713,-1.2904634,-2.6607234,-4.515613,-2.2631025,-7.07599,-13.535868,-3.6212697,6.299387,1.1064065,18.852077,26.505926,30.2894,22.354918,16.33415,0.3323406,3.462183,4.1578035,7.332764,6.859267,-4.1939316,1.1761786,1.1127889,1.168715,6.5553436,-1.0719244,-1.4795978,angry
2385,-432.78946,54.45276,13.482361,3.8093317,8.101909,-1.054375,-17.058542,-2.4958751,-16.050972,-1.9394366,-22.637527,-6.7723117,-6.239326,2.6206129,-8.116912,0.631372,-2.6429458,2.126313,2.499333,-2.9076624,2.1970136,17.278,14.534648,29.506323,23.852365,19.120806,6.494302,8.359591,-3.0577738,6.653886,0.6397074,-0.35306114,-0.8853269,-3.891275,-1.7855073,2.5342016,-2.491503,-1.8034525,-5.368734,1.5749224,fear
2639,-395.3438,87.46809,21.881498,-1.8586041,-15.106159,-13.862851,-15.194145,-1.10576,-18.263622,-4.5510516,-10.432273,-8.451448,-3.2502353,4.9784226,-4.8964925,1.515362,-1.4623468,0.9030589,-0.72748685,-1.3107991,0.9437573,4.357982,-1.1415666,9.51714,-3.769807,4.8039665,-1.0056692,4.8948145,3.3357768,1.8889645,3.8144524,6.1263304,5.75223,5.653424,9.682876,9.649124,9.728394,11.669621,9.987891,10.109896,surprised
1893,-315.38864,39.14304,-17.983103,11.342369,-3.3370533,-7.2084036,-8.804154,-10.8111105,-1.7262871,-4.0782757,-15.139198,7.9730625,-10.163761,2.26454,-2.6743255,-8.501769,4.0203753,-1.0689049,-5.2576284,2.2094848,-8.243234,-3.87764,0.9054462,5.5016007,3.0612013,4.68108,-2.357307,-1.595677,4.0226536,6.0875583,4.3743973,8.908135,4.4381394,9.218675,5.0309205,8.690195,2.1123867,-2.4414623,-5.7595096,0.03440608,happy
909,-318.80957,36.432827,-11.129614,13.755752,-19.72969,-10.403775,0.3930329,-28.270369,-8.511393,0.45219162,-20.44228,13.902152,-17.749615,5.3897076,-0.44301823,-10.247292,1.5478961,-5.2764373,-7.988714,-0.17100742,-11.110906,-3.502291,-6.5177608,-0.74104136,3.193842,4.4717402,8.586637,8.708213,7.549605,10.790193,6.876322,13.972451,7.1530986,7.7244377,4.766543,7.880005,4.984047,4.268667,-0.8337168,-0.6804855,angry
186,-399.779,71.49986,20.888435,31.928843,-1.5863079,9.256724,-4.9894166,-17.731525,1.433192,-5.181204,-9.179452,-0.9284064,-5.7092414,5.7829514,-8.274503,1.6115084,-2.0683427,-3.7066019,-4.429414,-4.8332024,-8.433269,-4.573759,-8.225451,3.5105598,-3.1462367,5.7060246,1.3125447,-1.1202239,-1.6630856,-4.420676,-3.7118263,6.146999,3.4323614,8.000192,5.977691,6.862834,4.244679,7.0893903,7.625969,10.528543,sad
69,-419.28818,78.43382,29.891695,25.657423,-10.615614,11.475369,1.601615,-14.963647,0.5392516,-11.753748,-9.370547,2.2423828,-5.1667733,11.06057,-8.720685,0.083104484,0.34693787,-4.8372717,-6.3034644,-3.136243,-8.970953,-5.739787,-8.095367,1.0758755,-2.5801163,7.2955484,5.5595684,1.5680525,0.46146813,-2.0859985,-2.402198,9.770727,7.7916,9.239621,4.5676885,3.2176676,4.8924356,7.0091004,7.3434668,7.2773657,sad
1138,-341.8807,27.020376,-18.98615,-3.9400458,-22.823677,0.75751704,-8.214321,-10.61959,-5.2470727,6.742347,-11.453993,6.2420883,-4.325902,8.057125,1.8119844,4.6943617,7.6232724,8.02711,-4.9055777,6.258575,-3.5366828,4.2216177,-0.6306134,-0.5281115,-3.3127773,0.86390316,-1.6903168,3.148898,1.380389,7.8533626,4.044011,5.6549478,3.0486019,4.9960203,3.747115,7.4953885,3.7164624,4.86019,1.6788518,1.6950729,surprised
219,-394.86237,78.45446,-7.795907,17.515102,-9.182661,-7.0830336,2.5816545,-13.614641,-8.586881,4.6728277,-16.990732,10.529197,-8.419986,-2.64984,-1.2886631,-8.4000635,1.773356,-2.2169788,-11.610544,1.7992107,-5.401199,-9.131157,-7.416962,-4.1123023,-7.8184705,-0.49888566,-2.926602,-1.7576147,-9.669092,-1.8773533,-5.8113885,15.826022,26.751545,36.996857,37.725647,22.318228,5.4455132,-6.3144646,-4.1238337,8.056286,neutral
144,-407.9575,44.14317,28.334196,33.707523,2.1960857,0.98401445,-4.4084926,-7.008714,0.15096597,-5.063757,-6.6533127,2.1120932,-1.6020546,8.221481,-7.7228537,1.242464,2.0543654,-2.0974305,-5.705071,-0.44491076,-8.040853,-4.570686,-4.322923,2.665936,0.9606793,8.623347,4.1109467,3.2025714,0.4128518,-1.2428143,-2.0164273,10.4705925,5.5637207,9.985266,3.3573146,2.9160938,-1.1980253,0.88988495,0.8494863,4.4692826,sad
2312,-408.35516,57.25737,13.439423,-14.504134,-9.945473,-3.4031544,-4.32788,-3.0388017,-21.428095,2.235226,-24.184002,-5.019131,-9.059705,-0.44222254,-2.6946437,3.6319096,-5.812983,0.75480694,-4.0684624,-4.760261,2.4639947,18.54717,19.679407,31.168808,26.600664,22.254337,7.3209176,5.154204,-0.03986423,6.642087,4.149748,1.3913707,-4.654671,-5.504976,1.1918302,4.132511,-4.380136,-1.1537454,-9.1038,1.2130677,fear
771,-428.47778,93.74168,29.336266,-13.199794,-12.712798,-1.9118675,-5.7339287,-3.0949733,-15.738973,-8.882114,-14.008344,-17.416298,-2.790694,-3.7363136,3.4839144,3.5680077,-0.98539144,11.763176,0.69953805,0.35261765,-3.298494,-0.050563097,-3.847334,2.4892547,-3.4050949,0.97470504,2.7797835,9.075373,3.2468503,8.069921,2.1200325,2.3663278,2.8143413,3.3050385,-0.1229374,4.737165,1.4717146,3.6960564,2.5270607,10.465411,happy
1632,-401.65094,39.168964,-8.247624,1.4000921,-11.943219,10.698077,-21.215584,-8.164681,-17.138891,-2.1551251,4.273131,1.2639474,4.1180634,3.7093801,4.504074,-0.72640467,-2.70476,2.3988538,-5.8396683,-7.16539,-1.8481332,0.7806373,-3.3075337,12.347237,9.635544,18.575195,14.932114,20.305109,14.693557,13.564135,5.2623897,4.9093337,2.6794975,2.7180624,6.7428265,1.8843539,4.0417385,6.292485,-2.5134523,1.7097155,angry
